trade_id,strategy,trade_date,signal_ts,entry_ts,exit_ts,entry_time,expiry_date,entry_dte,lot_size,entry_spot,exit_spot,signal_vrp_var_act365,causal_vrp_percentile,gross_pnl_points,theoretical_max_loss_points,theoretical_max_profit_points,gross_return_on_max_loss,entry_vix_fallback_legs,exit_vix_fallback_legs,entry_stale_penalty_legs,exit_stale_penalty_legs,span_publication_time_proven,base_gross_pnl_rupees,base_entry_turnover_rupees,base_exit_turnover_rupees,base_total_turnover_rupees,base_entry_slippage_rupees,base_exit_slippage_rupees,base_total_slippage_rupees,base_total_charges_rupees,base_total_cost_rupees,base_net_pnl_rupees,base_margin_rupees,base_gross_return_on_margin,base_net_return_on_margin,base_cost_bps_of_turnover,base_span_scan_margin,base_span_elm_required,base_span_long_premium,base_span_slot,base_charge_brokerage_rupees,base_charge_stt_ctt_rupees,base_charge_stamp_duty_rupees,base_charge_exchange_transaction_rupees,base_charge_sebi_turnover_rupees,base_charge_ipft_rupees,base_charge_gst_rupees,base_charge_physical_delivery_brokerage_rupees,base_charge_margin_api_turnover_reserve_rupees,base_charge_broker_reported_rupees,stress_1_5x_gross_pnl_rupees,stress_1_5x_entry_turnover_rupees,stress_1_5x_exit_turnover_rupees,stress_1_5x_total_turnover_rupees,stress_1_5x_entry_slippage_rupees,stress_1_5x_exit_slippage_rupees,stress_1_5x_total_slippage_rupees,stress_1_5x_total_charges_rupees,stress_1_5x_total_cost_rupees,stress_1_5x_net_pnl_rupees,stress_1_5x_margin_rupees,stress_1_5x_gross_return_on_margin,stress_1_5x_net_return_on_margin,stress_1_5x_cost_bps_of_turnover,stress_1_5x_span_scan_margin,stress_1_5x_span_elm_required,stress_1_5x_span_long_premium,stress_1_5x_span_slot,stress_1_5x_charge_brokerage_rupees,stress_1_5x_charge_stt_ctt_rupees,stress_1_5x_charge_stamp_duty_rupees,stress_1_5x_charge_exchange_transaction_rupees,stress_1_5x_charge_sebi_turnover_rupees,stress_1_5x_charge_ipft_rupees,stress_1_5x_charge_gst_rupees,stress_1_5x_charge_physical_delivery_brokerage_rupees,stress_1_5x_charge_margin_api_turnover_reserve_rupees,stress_1_5x_charge_broker_reported_rupees
11,long_iron_condor_inverse,2021-04-30,2021-04-30 11:45:00+05:30,2021-04-30 11:46:00+05:30,2021-04-30 12:46:00+05:30,11:46,2021-05-12,12.155555555555555,75,14770.0,14812.5,0.0027057072701892823,0.569620253164557,-0.049999999999968736,80.89999999999998,19.100000000000023,-0.0006180469715694531,4,4,0,0,False,-3.749999999997655,38712.35783739564,37785.111114279454,76497.4689516751,126.9961726856419,116.50910035789478,243.50527304353668,260.2384145639151,503.74368760745176,-507.49368760744943,66763.42700504063,-5.616847678766596e-05,-0.007601372643275692,65.85102677392845,0.0,44310.0,22453.42700504064,ID1,160.0,38.12510683931578,1.1511708633707793,26.797063373771785,0.07649746895167508,0.38248734475837554,33.70608867374673,0.0,0.0,0.0,-3.749999999997655,38722.28675609346,37775.79167141918,76498.07842751264,190.49425902846286,174.76365053684216,365.257909565305,260.1799346596227,625.4378442249277,-629.1878442249254,66800.14050756097,-5.613760647065107e-05,-0.009418959892063533,81.75863460643322,0.0,44310.0,22490.140507560962,ID1,160.0,38.06453525897367,1.1530062950561693,26.797276873157678,0.07649807842751263,0.3824903921375632,33.70612776187009,0.0,0.0,0.0
12,long_iron_condor_inverse,2021-05-03,2021-05-03 11:46:00+05:30,2021-05-03 11:47:00+05:30,2021-05-03 12:47:00+05:30,11:47,2021-05-12,9.154861111111112,75,14527.6,14547.1,0.002073287749183486,0.55,-0.5499999999999972,76.1,23.900000000000006,-0.007227332457292999,4,4,0,0,False,-41.24999999999979,28259.56637839258,28054.350243315745,56313.916621708326,109.20829486740668,108.55131930629533,217.759614173702,241.35233261823686,459.11194679193886,-500.36194679193864,60620.93733663,-0.0006804579706667553,-0.00825394605849482,81.52726259053289,0.0,43582.8,17038.137336629992,ID1,160.0,28.027453503767315,0.8485938935382304,19.726764992584428,0.05631391662170833,0.28156958310854163,32.41163672861664,0.0,0.0,0.0,-41.24999999999979,28270.59956758887,28043.400364973622,56313.999932562496,163.81244230111002,162.826978959443,326.63942126055304,241.29960384360533,567.9390251041584,-609.1890251041582,60653.756004945,-0.0006800897869644997,-0.010043714771010917,100.85219053597336,0.0,43582.8,17070.95600494499,ID1,160.0,27.97305525565097,0.8502283403073458,19.726794176376643,0.05631399993256249,0.2815699996628125,32.41164207167496,0.0,0.0,0.0
13,long_iron_condor_inverse,2021-05-04,2021-05-04 10:52:00+05:30,2021-05-04 10:53:00+05:30,2021-05-04 11:53:00+05:30,10:53,2021-05-12,8.192361111111111,75,14663.1,14687.8999,0.00863453922361506,0.7407407407407407,0.5000000000000071,72.25,27.75,0.006920415224913593,4,4,0,0,False,37.50000000000053,21676.855486080094,21531.237264915537,43208.09275099563,82.28225251203864,78.9870534658662,161.26930597790482,229.1582909210356,390.4275968989404,-352.9275968989399,57578.24386929607,0.000651287664922994,-0.006129530412565093,90.35983123553721,0.0,43989.3,13588.943869296065,BOD,160.0,21.542161722508865,0.6499779308546031,15.13579489067377,0.04320809275099563,0.21604046375497818,31.57110782049235,0.0,0.0,0.0,37.50000000000053,21687.15822912014,21521.23089737331,43208.38912649345,123.42337876805797,118.48058019879929,241.90395896685726,229.11946035405333,471.02341932091065,-433.52341932091014,57603.9658039441,0.0006509968450372376,-0.007525930086071038,109.01202957184539,0.0,43989.3,13614.665803944099,BOD,160.0,21.501992583763297,0.6511918962819045,15.135898711010654,0.043208389126493454,0.21604194563246729,31.571126828238526,0.0,0.0,0.0
14,long_iron_condor_inverse,2021-05-05,2021-05-05 11:52:00+05:30,2021-05-05 11:53:00+05:30,2021-05-05 12:53:00+05:30,11:53,2021-05-12,7.1506944444444445,75,14551.1,14597.1,0.008624838991920847,0.6219512195121951,0.6000000000000085,63.04999999999998,36.95000000000002,0.00951625693893749,4,4,0,0,False,45.00000000000064,14325.546775467898,14040.80821489306,28366.35499036096,58.42810798266967,52.85974211356783,111.2878500962375,215.3027033067566,326.5905534029941,-281.59055340299346,53209.66244172529,0.0008457110595145046,-0.005292094339282621,115.13306997461298,0.0,43653.3,9556.362441725283,ID1,160.0,14.150033570132361,0.426489642606858,9.936734153123446,0.028366354990360956,0.14183177495180482,30.619247810951805,0.0,0.0,0.0,45.00000000000064,14335.19516320185,14031.83732233959,28367.03248554144,87.64216197400452,79.28961317035174,166.93177514435627,215.27634975513496,382.2081248994912,-337.2081248994906,53229.093662587926,0.000845402333642004,-0.0063350341269571035,134.73673183626138,0.0,43653.3,9575.793662587927,ID1,160.0,14.122550355198541,0.42733446391028695,9.936971479685166,0.02836703248554144,0.14183516242770722,30.619291261427712,0.0,0.0,0.0
15,long_iron_condor_inverse,2021-05-07,2021-05-07 11:45:00+05:30,2021-05-07 11:46:00+05:30,2021-05-07 12:46:00+05:30,11:46,2021-05-20,13.155555555555555,75,14820.7999,14798.7,0.010667309918576475,0.6547619047619048,-0.5500000000000043,76.8,23.200000000000003,-0.007161458333333389,4,4,0,0,False,-41.25000000000032,27029.438828852,26457.088897797097,53486.527726649096,67.96806821841658,65.76444729330751,133.7325155117241,238.74825005742707,372.4807655691511,-413.73076556915146,60891.10314853521,-0.0006774388681935487,-0.006794601250036708,69.64010965018514,0.0,44462.3997,16428.703448535205,ID1,160.0,26.655772605568686,0.8049226536324123,18.736330662645177,0.053486527726649094,0.2674326386332455,32.23030496922091,0.0,0.0,0.0,-41.25000000000032,27036.65824327799,26450.00834669565,53486.66658997364,101.95210232762486,98.64667093996127,200.59877326758613,238.71594981989068,439.3147230874768,-480.56472308747715,60911.70487280281,-0.0006772097429572772,-0.007889530002337043,82.13537150393827,0.0,44462.3997,16449.305172802808,ID1,160.0,26.622408908353027,0.8059277304486184,18.736379306467768,0.05348666658997364,0.26743333294986826,32.23031387508137,0.0,0.0,0.0
16,long_iron_condor_inverse,2021-05-10,2021-05-10 10:55:00+05:30,2021-05-10 10:56:00+05:30,2021-05-10 11:56:00+05:30,10:56,2021-05-20,10.190277777777778,75,14922.8999,14930.1,0.002316045517609451,0.6588235294117647,0.95000000000001,69.4,30.599999999999994,0.01368876080691657,4,4,0,0,False,71.25000000000074,17423.01243992423,17613.25044022427,35036.2628801485,51.88668528010409,51.79310108195906,103.67978636206314,221.5583830846432,325.23816944670637,-253.98816944670563,56108.649262602165,0.0012698576946048614,-0.004526720439445602,92.82901277435782,0.0,44768.6997,11339.949562602167,BOD,160.0,17.50191654689322,0.5260303899976586,12.273202886916021,0.0350362628801485,0.17518131440074253,31.04701568355544,0.0,0.0,0.0,71.25000000000074,17430.768659886344,17605.500660336405,35036.26932022275,77.83002792015613,77.6896516229386,155.51967954309472,221.53324676071486,377.0529263038096,-305.8029263038089,56125.49904390325,0.0012694764628153525,-0.0054485560309156375,107.61788672693432,0.0,44768.6997,11356.79934390325,BOD,160.0,17.47599982033983,0.5268080849964876,12.27320514287403,0.035036269320222746,0.17518134660111379,31.04701609658317,0.0,0.0,0.0
17,long_iron_condor_inverse,2021-05-11,2021-05-11 13:49:00+05:30,2021-05-11 13:50:00+05:30,2021-05-11 14:50:00+05:30,13:50,2021-05-20,9.069444444444445,75,14824.0,14851.0,0.00327859312117635,0.6976744186046512,0.29999999999999716,57.60000000000001,42.39999999999999,0.005208333333333284,4,4,0,0,False,22.499999999999787,10078.22377287075,9537.360018696902,19615.583791567653,31.607763205489867,28.66841690884849,60.27618011433836,207.13076256112583,267.40694267546417,-244.9069426754644,51686.91576803812,0.00043531326382436654,-0.004738277357746864,136.3237237886425,0.0,44472.0,7214.9157680381195,ID2,160.0,9.788903805726655,0.29480039957522985,6.871339002186149,0.01961558379156765,0.09807791895783827,30.0580258508884,0.0,0.0,0.0,22.499999999999787,10084.835659306123,9532.290028045354,19617.12568735148,47.4116448082348,43.002625363272735,90.41427017150752,207.11758792918874,297.53185810069624,-275.03185810069647,51698.12365205718,0.00043521889017541674,-0.005319958224243065,151.6694457906928,0.0,44472.0,7226.123652057179,ID2,160.0,9.774605708589984,0.29527559936284475,6.871879128279222,0.019617125687351477,0.09808562843675739,30.058124738832596,0.0,0.0,0.0
18,long_iron_condor_inverse,2021-05-17,2021-05-17 11:21:00+05:30,2021-05-17 11:22:00+05:30,2021-05-17 12:22:00+05:30,11:22,2021-06-03,17.17222222222222,75,14810.2,14828.7999,0.0040406322561039945,0.5842696629213483,1.3500000000000014,69.8,30.200000000000003,0.019340974212034404,4,4,0,0,False,101.25000000000011,18822.897628629886,19213.187230598094,38036.08485922798,46.376094358663636,47.138437115258014,93.51453147392165,224.38399870644224,317.8985301803639,-216.64853018036376,56482.736861494275,0.001792583108150073,-0.003835659215870232,83.57814200828247,0.0,44430.6,12052.136861494275,ID1,160.0,19.02191016387703,0.5704252408605286,13.324040526187563,0.03803608485922798,0.1901804242961399,31.23940626636173,0.0,0.0,0.0,101.25000000000011,18829.34644294483,19206.65584589714,38036.00228884197,69.56414153799545,70.70765567288701,140.27179721088248,224.3612441934133,364.63304140429574,-263.3830414042956,56497.555292241406,0.0017921129414586261,-0.004661848464803662,95.86523805401666,0.0,44430.6,12066.955292241411,ID1,160.0,18.998490245815546,0.5711253612907927,13.32401160178134,0.038036002288841964,0.19018001144420987,31.239400970792587,0.0,0.0,0.0
19,long_iron_condor_inverse,2021-05-18,2021-05-18 11:17:00+05:30,2021-05-18 11:18:00+05:30,2021-05-18 12:18:00+05:30,11:18,2021-06-03,16.175,75,15126.6,15121.0,0.00548126839010795,0.6111111111111112,-0.1500000000000128,59.75,40.25,-0.0025104602510462393,4,4,0,0,False,-11.25000000000096,13325.492429726812,13130.405046894355,26455.89747662117,30.193118911285037,30.984821555986784,61.177940467271824,213.51261844901904,274.69055891629085,-285.9405589162918,54298.26777431905,-0.00020718892998133114,-0.005266108305788909,103.8296127202006,0.0,45379.8,8918.46777431905,ID1,160.0,13.191734768076948,0.39792488125632663,9.267500886060397,0.026455897476621165,0.13227948738310585,30.49672252876562,0.0,0.0,0.0,-11.25000000000096,13330.113644590218,13125.607570341535,26455.721214931753,45.28967836692756,46.47723233398018,91.76691070090774,213.49761791727855,305.2645286181863,-316.5145286181873,54308.12666147857,-0.0002071513177047354,-0.005828124593417342,115.38696153401153,0.0,45379.8,8928.326661478572,ID1,160.0,13.176352152115424,0.39838107188448996,9.267439141590593,0.026455721214931754,0.13227860607465877,30.49671122439843,0.0,0.0,0.0
20,long_iron_condor_inverse,2021-05-19,2021-05-19 11:20:00+05:30,2021-05-19 11:21:00+05:30,2021-05-19 12:21:00+05:30,11:21,2021-06-03,15.172916666666667,75,15063.7,15099.1,0.003995683150927423,0.5934065934065934,4.0999999999999925,54.39999999999999,45.60000000000001,0.0753676470588234,4,4,0,0,False,307.49999999999943,9722.727947712903,10355.168979429218,20077.896927142123,26.749807560892535,28.77900154427264,55.52880910516517,207.70375346172827,263.2325625668934,44.26743743310601,52105.838877636896,0.005901449945410517,0.0008495676950343655,131.10564493985666,0.0,45191.1,6914.738877636898,ID1,160.0,10.164934059018478,0.2973888860437093,7.033287293577885,0.020077896927142118,0.10038948463571062,30.087675841525332,0.0,0.0,0.0,307.49999999999943,9727.841921569354,10350.253469143827,20078.09539071318,40.1247113413388,43.16850231640896,83.29321365774777,207.69047337509238,290.9836870328402,16.51631296715925,52115.08331645535,0.005900403116172439,0.00031692001463123865,144.9259411166212,0.0,45191.1,6923.9833164553465,ID1,160.0,10.151151088527717,0.297808329065564,7.033356815366828,0.02007809539071318,0.10039047695356591,30.087688569788,0.0,0.0,0.0
